BaseCase,RA,RASDG,Year,indicator,Country/Region
63.81,92.64,93.32,2060,Renewable_Share,Sub-Saharan Africa
6.061,6.061,6.061,2020,Renewable_Share,Upper Middle Income Countries
6.322,6.322,6.322,2021,Renewable_Share,Upper Middle Income Countries
6.647,6.647,6.647,2022,Renewable_Share,Upper Middle Income Countries
7.006,7.006,7.006,2023,Renewable_Share,Upper Middle Income Countries
7.364,7.364,7.364,2024,Renewable_Share,Upper Middle Income Countries
7.756,7.756,7.756,2025,Renewable_Share,Upper Middle Income Countries
8.168,8.295,8.295,2026,Renewable_Share,Upper Middle Income Countries
8.574,9.505,9.499,2027,Renewable_Share,Upper Middle Income Countries
8.976,11.25,11.23,2028,Renewable_Share,Upper Middle Income Countries
9.394,13.42,13.39,2029,Renewable_Share,Upper Middle Income Countries
9.829,15.78,15.76,2030,Renewable_Share,Upper Middle Income Countries
10.3,18.32,18.33,2031,Renewable_Share,Upper Middle Income Countries
10.82,21.06,21.14,2032,Renewable_Share,Upper Middle Income Countries
11.4,24.05,24.23,2033,Renewable_Share,Upper Middle Income Countries
12.06,27.34,27.64,2034,Renewable_Share,Upper Middle Income Countries
12.8,30.93,31.39,2035,Renewable_Share,Upper Middle Income Countries
13.61,34.77,35.39,2036,Renewable_Share,Upper Middle Income Countries
14.57,38.82,39.6,2037,Renewable_Share,Upper Middle Income Countries
15.51,41.87,42.6,2038,Renewable_Share,Upper Middle Income Countries
16.36,45.15,46.08,2039,Renewable_Share,Upper Middle Income Countries
17.28,48.24,49.15,2040,Renewable_Share,Upper Middle Income Countries
18.21,50.47,51.49,2041,Renewable_Share,Upper Middle Income Countries
